pathway_rank,pathway,priority_group,n_cell_types_present,cell_types,n_same_direction_celltypes,n_both_FDR05_celltypes,n_convergent_FDR_celltypes,best_cell_type,best_NES_AD,best_NES_PD,best_FDR_AD,best_FDR_PD,best_joint_FDR,median_NES_AD,median_NES_PD,median_conservative_abs_NES,max_conservative_abs_NES,shared_leading_edge_n,shared_leading_edge_genes,union_leading_edge_n,union_leading_edge_genes,candidate_genes_n,candidate_genes,shared_candidate_genes_n,shared_candidate_genes,best_candidate_rank,n_pathways_represented
270,Glutamate and glutamine metabolism,R3_recurrent_directional,3,Astro;OPC;Oligo,3,0,0,OPC,-1.3891900700641,-1.3711415452325988,0.3171900789120543,0.3588741927089037,0.3588741927089037,-1.185382138692691,-1.3711415452325988,1.185382138692691,1.3711415452325988,9,ALDH18A1;GLUD1;GLUD2;GLUL;GOT2;OAT;PYCR3;RIMKLA;RIMKLB,12,ALDH18A1;GLS;GLUD1;GLUD2;GLUL;GOT2;KYAT1;OAT;PYCR1;PYCR3;RIMKLA;RIMKLB,12,OAT;GLUD1;RIMKLA;GOT2;RIMKLB;GLUL;PYCR1;GLUD2;ALDH18A1;KYAT1;GLS;PYCR3,9,OAT;GLUD1;RIMKLA;GOT2;RIMKLB;GLUL;GLUD2;ALDH18A1;PYCR3,444,1
271,Fatty acid metabolism,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Astro,-1.5823729653533092,-1.422464743235935,0.2175672976170779,0.1462000342417571,0.2175672976170779,-1.4838084894333536,-1.1841873369667697,1.1841873369667697,1.422464743235935,48,ACAA2;ACAD10;ACOT8;ACOX1;ACSBG1;ACSL3;ACSL6;CBR1;CPT1A;CPT2;CYP2J2;DECR2;DPEP2;ECHS1;EHHADH;ELOVL1;ELOVL2;ELOVL5;ELOVL6;EPHX2;FAAH;FAAH2;FADS1;FADS2;FASN;HACD3;HADHA;HSD17B8;MCAT;MECR;MID1IP1;NDUFAB1;NUDT7;PCCB;PCTP;PECR;PHYH;PON1;PON3;PPT1;PTGES2;SCD;SCD5;SLC25A17;SLC25A20;SLC27A1;TBXAS1;TECR,123,ABCC1;ABCD1;ACAA1;ACAA2;ACACA;ACACB;ACAD10;ACADL;ACADM;ACADS;ACADVL;ACBD4;ACBD5;ACBD7;ACLY;ACOT11;ACOT13;ACOT2;ACOT7;ACOT8;ACOX1;ACOX3;ACOXL;ACSBG1;ACSBG2;ACSF2;ACSF3;ACSL1;ACSL3;ACSL4;ACSL5;ACSL6;ACSM3;ACSM6;AKR1C3;ALDH3A2;ALOX12;ALOX15B;ALOX5;CBR1;CBR4;CPT1A;CPT2;CRAT;CYP1B1;CYP2J2;CYP2U1;CYP4F3;DBI;DECR1;DECR2;DPEP2;ECHS1;ECI1;EHHADH;ELOVL1;ELOVL2;ELOVL4;ELOVL5;ELOVL6;ELOVL7;EPHX2;FAAH;FAAH2;FADS1;FADS2;FASN;GGT1;GGT5;GPX4;HACD1;HACD2;HACD3;HACD4;HACL1;HADH;HADHA;HADHB;HPGDS;HSD17B12;HSD17B4;HSD17B8;LTA4H;LTC4S;MCAT;MCEE;MECR;MID1IP1;MLYCD;MORC2;NDUFAB1;NUDT19;NUDT7;OLAH;PCCA;PCCB;PCTP;PECR;PHYH;PON1;PON2;PON3;PPARD;PPT1;PRKAA2;PRKAB2;PRKAG2;PTGDS;PTGES2;PTGES3;PTGR1;PTGS1;SCD;SCD5;SCP2;SLC22A5;SLC25A17;SLC25A20;SLC27A1;SLC27A3;TBXAS1;TECR;THEM4,123,PTGES2;DECR1;ECHS1;ACAA1;ACOT13;ACLY;FASN;ACADVL;CBR4;TBXAS1;SCP2;PON1;AKR1C3;CRAT;FAAH2;DECR2;PECR;NUDT7;MCAT;CPT2;FADS2;PRKAA2;DBI;ACOX1;ACBD5;PTGES3;ACSM3;CPT1A;SLC27A3;ALDH3A2;ACSL3;MECR;ACACB;GPX4;FADS1;HACD3;ACBD4;HACL1;ACOT7;HADHA;PCTP;HACD2;HADHB;PCCB;ECI1;TECR;ACSL6;ELOVL2;PON3;ACSBG1;ACSBG2;HACD1;MID1IP1;SCD;ELOVL4;PHYH;ACOT11;GGT1;ABCC1;EHHADH;PRKAB2;ELOVL1;HSD17B4;SLC22A5;ACAA2;MLYCD;ACAD10;ALOX5;PON2;SLC25A20;CYP2J2;ACOT8;ACACA;SCD5;ACOX3;PTGR1;SLC25A17;ABCD1;CYP2U1;ACOXL;NUDT19;ELOVL7;ACADM;MORC2;HSD17B12;ACSF3;PCCA;ALOX15B;HSD17B8;ACSL5;CYP4F3;NDUFAB1;CBR1;PTGS1;FAAH;LTC4S;ELOVL5;EPHX2;OLAH;HADH;ELOVL6;ACOT2;HPGDS;PPARD;ACSF2;LTA4H;MCEE;THEM4;SLC27A1;PPT1;ACADS;ACSL1;PRKAG2;ACSL4;ALOX12;ACSM6;ACADL;HACD4;GGT5;DPEP2;PTGDS;ACBD7;CYP1B1,48,PTGES2;ECHS1;FASN;TBXAS1;PON1;FAAH2;DECR2;PECR;NUDT7;MCAT;CPT2;FADS2;ACOX1;CPT1A;ACSL3;MECR;FADS1;HACD3;HADHA;PCTP;PCCB;TECR;ACSL6;ELOVL2;PON3;ACSBG1;MID1IP1;SCD;PHYH;EHHADH;ELOVL1;ACAA2;ACAD10;SLC25A20;CYP2J2;ACOT8;SCD5;SLC25A17;HSD17B8;NDUFAB1;CBR1;FAAH;ELOVL5;EPHX2;ELOVL6;SLC27A1;PPT1;DPEP2,20,2
272,Mucopolysaccharidoses,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.345164267251245,-1.2513743810480429,0.3621848837099337,0.4949297749694492,0.4949297749694492,-1.3284594931101403,-1.1770554842332042,1.1770554842332042,1.265869523827031,7,ARSB;GALNS;GLB1;HGSNAT;HYAL1;IDS;SGSH,10,ARSB;GALNS;GLB1;GNS;GUSB;HGSNAT;HYAL1;IDS;IDUA;SGSH,10,SGSH;HGSNAT;GALNS;GLB1;GUSB;HYAL1;IDUA;IDS;GNS;ARSB,7,SGSH;HGSNAT;GALNS;GLB1;HYAL1;IDS;ARSB,1289,1
274,"CHD6, CHD7, CHD8, CHD9 subfamily",R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Oligo,1.4206271114329998,2.034690043022125,0.6023361597962225,0.0228224075921056,0.6023361597962225,1.1691123310475873,1.316963703604599,1.1677541548029051,1.4206271114329998,12,CHD6;CHD7;CHD8;CHD9;CREBBP;CTNNB1;DKK2;EP300;MAFK;NFE2L2;NQO1;WDR5,14,AXIN2;CHD6;CHD7;CHD8;CHD9;CREBBP;CTCF;CTNNB1;DKK2;EP300;MAFK;NFE2L2;NQO1;WDR5,14,CTCF;NQO1;CTNNB1;WDR5;DKK2;NFE2L2;EP300;CHD9;MAFK;CHD7;CREBBP;AXIN2;CHD6;CHD8,12,NQO1;CTNNB1;WDR5;DKK2;NFE2L2;EP300;CHD9;MAFK;CHD7;CREBBP;CHD6;CHD8,6,1
275,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,1.4429702256014612,1.4580435417964397,0.580229382724824,0.3239576508097841,0.580229382724824,1.0081516077059882,1.3565957258431398,1.1601617050658612,1.4429702256014612,12,ABCA1;EP300;HDAC3;KDM1A;KDM1B;KDM3A;NCOA1;NR1H2;NR1H3;RXRA;TBL1X;TBL1XR1,31,ABCA1;ABCG1;AGO1;AGO2;AGO3;AGO4;APOC1;APOD;APOE;ARL4C;EEPD1;EP300;GPS2;HDAC3;KDM1A;KDM1B;KDM3A;MOV10;NCOA1;NCOR1;NCOR2;NR1H2;NR1H3;PLTP;RXRA;RXRB;TBL1X;TBL1XR1;TNRC6A;TNRC6B;TNRC6C,31,APOE;APOC1;NR1H2;RXRB;KDM1B;RXRA;AGO1;NCOA1;MOV10;EP300;HDAC3;KDM3A;TBL1XR1;TBL1X;AGO3;APOD;ABCA1;NR1H3;EEPD1;TNRC6B;AGO2;TNRC6C;NCOR1;ARL4C;ABCG1;KDM1A;GPS2;TNRC6A;NCOR2;AGO4;PLTP,12,NR1H2;KDM1B;RXRA;NCOA1;EP300;HDAC3;KDM3A;TBL1XR1;TBL1X;ABCA1;NR1H3;KDM1A,834,2
278,EPH-ephrin mediated repulsion of cells,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.2767459888846182,-1.741854879905529,0.4071639050433763,0.0954378302694866,0.4071639050433763,-1.0072006457191611,-1.5501141812001782,1.153740693873192,1.387735258184028,18,ACTG1;AP2A1;AP2A2;AP2B1;AP2M1;AP2S1;APH1B;CLTA;CLTB;CLTC;CLTCL1;EFNA1;EPHA4;EPHB2;FYN;LYN;PSEN1;PSEN2,39,ACTB;ACTG1;ADAM10;AP2A1;AP2A2;AP2B1;AP2M1;AP2S1;APH1A;APH1B;CLTA;CLTB;CLTC;CLTCL1;DNM1;EFNA1;EFNA5;EFNB1;EFNB2;EPHA2;EPHA4;EPHA5;EPHA6;EPHA7;EPHB1;EPHB2;EPHB3;EPHB6;FYN;LYN;NCSTN;PSEN1;PSEN2;RAC1;SRC;TIAM1;VAV2;VAV3;YES1,39,EPHA4;EPHA2;DNM1;CLTC;EFNA5;EFNB2;EFNB1;EPHA5;EPHB1;EFNA1;AP2A1;APH1B;CLTA;AP2A2;VAV2;ADAM10;CLTB;PSEN2;CLTCL1;APH1A;SRC;ACTG1;AP2S1;PSEN1;TIAM1;RAC1;ACTB;AP2B1;EPHA6;EPHA7;FYN;LYN;EPHB6;VAV3;YES1;AP2M1;EPHB2;NCSTN;EPHB3,18,EPHA4;CLTC;EFNA1;AP2A1;APH1B;CLTA;AP2A2;CLTB;PSEN2;CLTCL1;ACTG1;AP2S1;PSEN1;AP2B1;FYN;LYN;AP2M1;EPHB2,134,1
284,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Micro,1.617801524339843,1.2424289774583428,0.3572170482071657,0.4097298744124795,0.4097298744124795,1.1982585070155285,1.13296059947251,1.13296059947251,1.3458514409870594,11,ATAD2;CDKN1A;CREBBP;DEK;EGFR;EP300;ESR1;HSPD1;KCTD1;KIT;YY1,22,APOE;ATAD2;CDKN1A;CITED4;CREBBP;DEK;EGFR;EP300;ERBB2;ESR1;HSPD1;KCTD1;KCTD15;KIT;SUMO1;TFAP2E;TGFA;UBE2I;VEGFA;WWOX;YEATS4;YY1,22,EGFR;ERBB2;KIT;APOE;KCTD1;DEK;TGFA;EP300;TFAP2E;YY1;UBE2I;CITED4;VEGFA;ATAD2;ESR1;CREBBP;CDKN1A;HSPD1;KCTD15;WWOX;SUMO1;YEATS4,11,EGFR;KIT;KCTD1;DEK;EP300;YY1;ATAD2;ESR1;CREBBP;CDKN1A;HSPD1,512,1
285,tRNA Aminoacylation,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.3155963443394918,-1.2440163048317665,0.373508185369126,0.5000208844962194,0.5000208844962194,-1.1520969208529637,-1.156972798635467,1.1310728901774865,1.2440163048317665,9,AARS2;AIMP1;AIMP2;CARS2;FARSA;FARSB;PPA1;TARS2;WARS2,20,AARS2;AIMP1;AIMP2;CARS2;EARS2;FARS2;FARSA;FARSB;HARS2;LARS2;NARS2;PARS2;PPA1;PPA2;RARS2;SARS2;TARS2;VARS2;WARS2;YARS2,20,SARS2;WARS2;YARS2;PPA2;NARS2;PPA1;AIMP2;TARS2;AIMP1;HARS2;LARS2;FARSB;EARS2;FARS2;PARS2;FARSA;CARS2;AARS2;VARS2;RARS2,9,WARS2;PPA1;AIMP2;TARS2;AIMP1;FARSB;FARSA;CARS2;AARS2,1032,1
286,Collagen biosynthesis and modifying enzymes,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Astro,1.638131598220682,2.31228578786036,0.1286622835865931,0.0,0.1286622835865931,1.1307237015596772,1.9428127183723485,1.1307237015596772,1.638131598220682,21,ADAMTS3;COL24A1;COL27A1;COL4A2;COL4A5;COL4A6;COL5A1;COL5A2;COL5A3;COL6A2;COL6A6;COL9A2;COL9A3;COLGALT1;P3H2;P3H3;PLOD1;PLOD2;PLOD3;PPIB;SERPINH1,53,ADAMTS14;ADAMTS2;ADAMTS3;BMP1;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL19A1;COL20A1;COL21A1;COL22A1;COL23A1;COL24A1;COL26A1;COL27A1;COL28A1;COL4A1;COL4A2;COL4A3;COL4A4;COL4A5;COL4A6;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A6;COL8A1;COL9A1;COL9A2;COL9A3;COLGALT1;COLGALT2;CRTAP;P3H1;P3H2;P3H3;P4HA1;P4HA2;P4HA3;P4HB;PCOLCE;PLOD1;PLOD2;PLOD3;PPIB;SERPINH1;TLL2,53,COL9A1;PLOD3;PLOD2;PCOLCE;COL15A1;COL27A1;SERPINH1;P4HA2;PLOD1;COL6A6;COLGALT1;P4HB;COL4A2;ADAMTS2;COL24A1;P3H2;COL28A1;P3H3;COL8A1;COL4A4;COL6A1;COL14A1;COL4A3;COL21A1;COL12A1;ADAMTS14;COL18A1;COL5A1;PPIB;COL5A3;P4HA3;ADAMTS3;COL16A1;BMP1;COL11A1;P4HA1;COLGALT2;TLL2;COL6A2;COL9A3;COL4A5;COL5A2;COL4A6;COL9A2;COL26A1;COL23A1;COL4A1;P3H1;CRTAP;COL19A1;COL10A1;COL20A1;COL22A1,21,PLOD3;PLOD2;COL27A1;SERPINH1;PLOD1;COL6A6;COLGALT1;COL4A2;COL24A1;P3H2;P3H3;COL5A1;PPIB;COL5A3;ADAMTS3;COL6A2;COL9A3;COL4A5;COL5A2;COL4A6;COL9A2,452,2
290,COPII-mediated vesicle transport,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.1979859489122415,-1.3377442022160897,0.4722756162199688,0.4019139360937931,0.4722756162199688,-1.0902869292327233,-1.2303485970827504,1.1199471708936366,1.1979859489122415,23,COL7A1;CTSZ;F8;GRIA1;LMAN2;LMAN2L;NAPA;PREB;RAB1A;SCFD1;SEC13;SEC24D;TBC1D20;TFG;TMED10;TRAPPC10;TRAPPC2;TRAPPC2L;TRAPPC4;TRAPPC6A;TRAPPC9;USO1;YKT6,59,BET1;CD59;CNIH1;CNIH2;CNIH3;COL7A1;CSNK1D;CTSC;CTSZ;F5;F8;GOLGA2;GORASP1;GRIA1;LMAN1;LMAN2;LMAN2L;MCFD2;NAPA;NAPB;NAPG;NSF;PPP6C;PPP6R1;PPP6R3;PREB;RAB1A;SAR1B;SCFD1;SEC13;SEC16A;SEC22B;SEC22C;SEC23A;SEC23IP;SEC24A;SEC24C;SEC24D;SEC31A;SEC31B;STX17;STX5;TBC1D20;TFG;TGFA;TMED10;TMED2;TRAPPC1;TRAPPC10;TRAPPC2;TRAPPC2L;TRAPPC3;TRAPPC4;TRAPPC5;TRAPPC6A;TRAPPC6B;TRAPPC9;USO1;YKT6,59,RAB1A;USO1;NAPB;TRAPPC6A;CD59;LMAN1;LMAN2L;TMED10;TRAPPC3;TBC1D20;TRAPPC5;BET1;YKT6;F8;CTSZ;PPP6R3;TRAPPC2L;TRAPPC1;PREB;TRAPPC2;SEC13;TGFA;COL7A1;CNIH3;TRAPPC10;TRAPPC9;CSNK1D;SEC31B;SEC23IP;SEC23A;SEC22C;PPP6R1;NSF;SCFD1;GOLGA2;SEC24A;SEC22B;SEC16A;STX5;TRAPPC6B;LMAN2;SEC24C;SEC31A;GORASP1;STX17;SAR1B;CNIH2;GRIA1;NAPA;SEC24D;TRAPPC4;TMED2;TFG;MCFD2;CTSC;CNIH1;NAPG;PPP6C;F5,23,RAB1A;USO1;TRAPPC6A;LMAN2L;TMED10;TBC1D20;YKT6;F8;CTSZ;TRAPPC2L;PREB;TRAPPC2;SEC13;COL7A1;TRAPPC10;TRAPPC9;SCFD1;LMAN2;GRIA1;NAPA;SEC24D;TRAPPC4;TFG,119,1
294,Striated Muscle Contraction,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Micro,1.4286921088128648,1.0677196301244392,0.5375328144029771,0.6256459400706996,0.6256459400706996,1.295074926464471,0.8926493941762857,1.1137752895076711,1.1983753608871863,4,MYBPC1;TMOD2;TTN;VIM,14,ACTN2;DMD;MYBPC1;NEB;TCAP;TMOD1;TMOD2;TMOD3;TPM1;TPM2;TPM3;TPM4;TTN;VIM,14,TMOD3;TMOD2;ACTN2;TTN;VIM;TPM4;TPM1;TPM3;DMD;MYBPC1;TPM2;TCAP;NEB;TMOD1,4,TMOD2;TTN;VIM;MYBPC1,172,1
295,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Oligo,1.3096396691431778,1.0232401299217362,0.6288093356374954,0.6330118178726426,0.6330118178726426,1.1747784273422726,0.0538747718349085,1.112024888191328,1.2396780266506373,9,BLNK;BTK;GRB2;ITPR1;ITPR2;LYN;PIK3AP1;SOS1;SYK,25,AHCYL1;BLNK;BTK;CALM1;CD22;DAPP1;FYN;GRB2;ITPR1;ITPR2;ITPR3;LYN;NCK1;ORAI1;ORAI2;PIK3AP1;PIK3CD;PIK3R1;PLCG2;SH3KBP1;SOS1;STIM1;SYK;TRPC1;VAV1,25,NCK1;PIK3R1;SH3KBP1;SOS1;PIK3CD;SYK;ITPR1;ORAI1;VAV1;TRPC1;BLNK;PIK3AP1;GRB2;STIM1;CALM1;ITPR2;BTK;ITPR3;FYN;LYN;CD22;PLCG2;ORAI2;AHCYL1;DAPP1,9,SOS1;SYK;ITPR1;BLNK;PIK3AP1;GRB2;ITPR2;BTK;LYN,121,1
296,NGF-stimulated transcription,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Astro,-1.3058364566427338,-1.718096018988408,0.5030002139462075,0.0255927684173014,0.5030002139462075,-0.1242086714152577,-1.3211340688807784,1.1105308832181482,1.3058364566427338,12,ARC;ATF1;CREB1;EGR1;EP300;ID1;ID2;ID4;JUNB;JUND;NAB2;TRIB1,30,ARC;ATF1;ATF2;CDK5;CDK5R1;CDK5R2;CHD4;CREB1;EGR1;EGR3;ELK1;EP300;F3;FOS;FOSL1;ID1;ID2;ID3;ID4;JUNB;JUND;MEF2D;NAB1;NAB2;REST;SGK1;SH3GL3;SRF;TCF12;TRIB1,30,CDK5;ID2;NAB2;F3;ATF2;CREB1;NAB1;TRIB1;CDK5R1;CHD4;JUND;EP300;ATF1;TCF12;ELK1;ID4;FOS;JUNB;REST;SRF;CDK5R2;EGR1;ID1;ARC;SH3GL3;FOSL1;ID3;SGK1;MEF2D;EGR3,12,ID2;NAB2;CREB1;TRIB1;JUND;EP300;ATF1;ID4;JUNB;EGR1;ID1;ARC,182,2
297,Toll Like Receptor 9 (TLR9) Cascade,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Oligo,1.2444418595170927,1.651824994176749,0.6641443659565203,0.1023764632110891,0.6641443659565203,1.1346179930681894,0.9448030143325924,1.108914525221265,1.2444418595170927,36,ALPK1;ATF1;ATF2;BTRC;CREB1;CUL1;DUSP7;EEA1;FOS;HMGB1;IKBKB;IRAK2;LY96;MAP2K3;MAP2K4;MAP2K7;MAP3K1;MAPKAPK2;MAPKAPK3;NFKB1;NFKB2;NLRC5;PIK3C3;PPP2CB;RELA;RPS6KA2;RPS6KA3;RPS6KA5;SLC15A4;TAB2;TIFA;TNIP2;TP53;TRAF2;TRAF6;UBE2N,88,ALPK1;APP;ATF1;ATF2;BTRC;CASP8;CHUK;CREB1;CUL1;DUSP3;DUSP6;DUSP7;EEA1;ELK1;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKG;IRAK2;IRAK4;IRF7;LRRC14;LY96;MAP2K1;MAP2K3;MAP2K4;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;PELI1;PIK3C3;PIK3R4;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;RBSN;RELA;RIPK2;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100B;SKP1;SLC15A4;TAB1;TAB2;TAB3;TICAM1;TIFA;TLR7;TNIP2;TP53;TRAF2;TRAF6;UBB;UBC;UBE2N;USP14;USP18;VRK3,88,IKBKG;USP14;EEA1;APP;MAP2K4;MEF2C;S100B;RELA;RPS6KA3;TRAF6;TRAF2;TAB2;IRF7;MAP3K1;RPS6KA2;ATF2;CREB1;PIK3C3;SLC15A4;PPP2CB;MAPK1;DUSP7;HMGB1;DUSP6;RBSN;NFKB2;IKBIP;MAPK3;RPS6KA1;RPS6KA5;ATF1;MAPKAPK2;CUL1;NLRX1;IKBKB;BTRC;NKIRAS2;MAP3K7;MEF2A;PELI1;MAPKAPK3;ELK1;TAB1;CHUK;MAPK9;FOS;LY96;USP18;TNIP2;PPP2R5D;NLRC5;MAP3K8;IRAK2;UBC;NFKBIA;MAP2K7;NFKB1;MYD88;TICAM1;MAPK7;PPP2R1A;IRAK4;MAPK14;MAP2K1;RIPK2;SKP1;MAP2K3;MAPK10;CASP8;N4BP1;FBXW11;DUSP3;VRK3;PPP2R1B;TAB3;PIK3R4;NFKBIB;TLR7;ALPK1;UBB;NOD1;NKIRAS1;TP53;LRRC14;UBE2N;MAPK11;TIFA;NOD2,36,EEA1;MAP2K4;RELA;RPS6KA3;TRAF6;TRAF2;TAB2;MAP3K1;RPS6KA2;ATF2;CREB1;PIK3C3;SLC15A4;PPP2CB;DUSP7;HMGB1;NFKB2;RPS6KA5;ATF1;MAPKAPK2;CUL1;IKBKB;BTRC;MAPKAPK3;FOS;LY96;TNIP2;NLRC5;IRAK2;MAP2K7;NFKB1;MAP2K3;ALPK1;TP53;UBE2N;TIFA,22,4
